DrugBank ID,Name,Drug Groups,SMILES
DB04952,Ramoplanin,investigational,NCCC[C@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](O)C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H](CCCN)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(N)=O)NC(=O)\C=C/C=C\CC(C)C)[C@@H](OC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H](NC1=O)C1=CC=C(C=C1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C1=CC=C(O)C=C1)C1=CC(Cl)=C(O)C=C1)C(N)=O)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DB04953,Ezogabine,approved; investigational,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
DB04954,Tecadenoson,investigational,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H]3CCOC3)N=CN=C12
DB04957,Azimilide,investigational,CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1
DB04960,Tipifarnib,investigational,CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1
DB04961,Troxacitabine,investigational,NC1=NC(=O)N(C=C1)[C@@H]1CO[C@H](CO)O1
DB04967,Lucanthone,investigational,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1
DB04970,Lesopitron,investigational,ClC1=CN(CCCCN2CCN(CC2)C2=NC=CC=N2)N=C1
DB04971,Reglitazar,investigational,CC1=C(CCOC2=CC=C(CC3C(=O)NOC3=O)C=C2)N=C(O1)C1=CC=CC=C1
DB04972,Canfosfamide,investigational,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(O)=O)C1=CC=CC=C1)C(O)=O
DB04974,Rimiducid,investigational,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC(OCC(=O)NCCNC(=O)COC2=CC=CC(=C2)[C@@H](CCC2=CC=C(OC)C(OC)=C2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)C2=CC(OC)=C(OC)C(OC)=C2)=CC=C1)C1=CC(OC)=C(OC)C(OC)=C1
DB04975,Banoxantrone,investigational,C[N+](C)([O-])CCNC1=CC=C(NCC[N+](C)(C)[O-])C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O
DB04977,Plitidepsin,investigational,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@H](O)[C@]([H])(NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]1CCCN1C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C2=O)[C@@H](C)CC)C(C)C
DB04980,Lemuteporfin,investigational,COC(=O)C1C(=CC=C2\C3=C\C4=N\C(=C/C5=C(C)C(CCC(=O)OCCO)=C(N5)\C=C5/N=C(/C=C(\N3)C12C)C(C)=C5CCC(=O)OCCO)\C(C=C)=C4C)C(=O)OC
DB04982,Talampanel,investigational,C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1
DB04983,Denufosol,investigational,[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)N([H])C2=O)O1
DB04996,Satraplatin,investigational,N.[Cl-].[Cl-].[Pt+4].CC([O-])=O.CC([O-])=O.NC1CCCCC1
DB04998,AGRO100,investigational,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])COP(O)(=O)OC1([H])CC([H])(OC1([H])CO)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O
DB05003,Imexon,investigational,NC1=NC(=O)N2CC12
DB05009,Apadenoson,investigational,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(N=C2N)C#CC[C@H]1CC[C@@H](CC1)C(=O)OC
DB05010,SGS-742,investigational,CCCCP(O)(=O)CCCN
DB05013,Ingenol mebutate,approved,[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C
DB05015,Belinostat,approved; investigational,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1
DB05016,Ataluren,approved; investigational,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F
DB05018,Migalastat,approved; investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
DB05020,Besifovir dipivoxil,investigational,CC(C)(C)C(=O)OCOP(=O)(COC1(CN2C=NC3=CN=C(N)N=C23)CC1)OCOC(=O)C(C)(C)C
DB05022,Amonafide,investigational,CN(C)CCN1C(=O)C2=CC=CC3=CC(N)=CC(C1=O)=C23
DB05025,Arimoclomol,investigational,O[C@@H](CON=C(Cl)C1=C[N+]([O-])=CC=C1)CN1CCCCC1
DB05029,Lancovutide,investigational,CC(C)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@@H]3CNCCCC[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSC[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CS[C@H]4C)C(=O)N[C@@H](CS[C@H]2C)C(=O)N3)NC1=O)[C@@H](O)C(O)=O)C(O)=O
DB05034,Ularitide,investigational,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O
DB05035,Eprotirome,investigational,CC(C)C1=C(O)C=CC(OC2=C(Br)C=C(NC(=O)CC(O)=O)C=C2Br)=C1
DB05038,Anatibant,investigational,CC1=CC(C)=C2C=CC=C(OCC3=C(Cl)C=CC(=C3Cl)S(=O)(=O)N3CCC[C@H]3C(=O)NCCCNC(=O)C3=CC=C(C=C3)C(N)=N)C2=N1
DB05039,Indacaterol,approved,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
DB05045,Obinepitide,investigational,CC[C@H](C)[C@H](N=C(O)[C@H](CC1=CC=C(O)C=C1)N=C(O)[C@H](CCCNC(N)=N)N=C(O)[C@H](CCCNC(N)=N)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(O)=O)N=C(O)[C@H](C)N=C(O)[C@H](C)N=C(O)[C@H](CC1=CC=C(O)C=C1)N=C(O)[C@H](CCC(O)=N)N=C(O)[C@H](C)N=C(O)[C@H](CCSC)N=C(O)[C@H](CCC(O)=N)N=C(O)[C@H](CCC(O)=O)N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N=C(O)[C@H](C)N=C(O)[C@H](CC(O)=N)N=C(O)[C@H](CC(O)=O)N=C(O)CN=C(O)[C@@H]1CCCN1C(=O)[C@H](CC1=CC=C(O)C=C1)N=C(O)[C@@H](N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCC(O)=O)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]1CCCN1C(=O)[C@H](C)N)C(C)C)[C@@H](C)O)C(O)=N[C@@H](CC(O)=N)C(O)=N[C@@H](CCSC)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H]([C@@H](C)O)C(O)=N[C@@H](CCCNC(N)=N)C(O)=N[C@@H](CCC(O)=N)C(O)=N[C@@H](CCCNC(N)=N)C(O)=N[C@@H](CC1=CC=C(O)C=C1)C(O)=N
DB05047,CX-717,illicit; investigational,O=C(N1CCOCC1)C1=CC2=NON=C2C=C1
DB05048,Cannabinor,investigational,[H][C@]12C[C@]([H])(C(=O)C[C@@H]1C1=C(O)C=C(C=C1OC(=O)\C=C\C(O)=O)C(C)(C)CCCCCC)C2(C)C
DB05053,MB-07803,investigational,CCOC(=O)C(C)(C)NP(=O)(NC(C)(C)C(=O)OCC)C1=CC=C(O1)C1=C(SC(N)=N1)C(=O)C(C)(C)C
DB05057,Erdosteine,approved; investigational,OC(=O)CSCC(=O)NC1CCSC1=O
DB05063,Mitoquinone,investigational,COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=C(C)C1=O
DB05075,TG-100801,investigational,CC1=C2N=C(NC3=CC=C(OCCN4CCCC4)C=C3)N=NC2=CC(=C1)C1=CC(OC(=O)C2=CC=CC=C2)=CC=C1Cl
DB05076,Fenretinide,investigational,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(=O)NC1=CC=C(O)C=C1
DB05087,Ganaxolone,investigational,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@](C)(O)CC[C@]12C
DB05088,Tetrathiomolybdate,investigational,[S-][Mo]([S-])(=S)=S
DB05095,Cimicoxib,investigational,COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O
DB05100,Prinomastat,investigational,CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)C1=CC=C(OC2=CC=NC=C2)C=C1
DB05102,Rupintrivir,investigational,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@H](C(C)C)NC(=O)C1=NOC(C)=C1)CC1=CC=C(F)C=C1
DB05103,AN-9,investigational,CCCC(=O)OCOC(=O)C(C)(C)C
DB05104,Asimadoline,investigational,CN([C@H](CN1CC[C@H](O)C1)C1=CC=CC=C1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB05105,Pleconaril,investigational,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)C2=NOC(=N2)C(F)(F)F)=C1
DB05107,16-Bromoepiandrosterone,investigational,[H][C@@]12C[C@@H](Br)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
DB05109,Trabectedin,approved; investigational,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
DB05116,Thymectacin,investigational,COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O)OC1=CC=CC=C1
DB05119,Rilapladib,investigational,COCCN1CCC(CC1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C(SCC2=C(F)C(F)=CC=C2)=CC(=O)C2=C1C=CC=C2
DB05123,Gemcabene,investigational,CC(C)(CCCCOCCCCC(C)(C)C(O)=O)C(O)=O
DB05128,Aminocandin,investigational,CCCCCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1CC(CNC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)CC1=CC=C(O)C=C1)NCCN
DB05129,Elsamitrucin,investigational,CO[C@@H]1[C@@H](N)[C@@H](O[C@H]2[C@H](OC3=CC=CC4=C3C3=C5C(C(=O)OC6=C5C(=C(C)C=C6)C(=O)O3)=C4O)O[C@H](C)[C@H](O)[C@]2(C)O)O[C@H](C)[C@@H]1O
DB05134,Tanespimycin,investigational,[H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)C(C)=C([H])[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(NCC=C)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC
DB05137,Lobeline,investigational,CN1[C@H](C[C@H](O)C2=CC=CC=C2)CCC[C@@H]1CC(=O)C1=CC=CC=C1
DB05143,OXI-4503,investigational,[H]\C(=C(/[H])C1=C(OP(O)(O)=O)C(OP(O)(O)=O)=C(OC)C=C1)C1=CC(OC)=C(OC)C(OC)=C1
DB05152,NGX267,investigational,CC[C@@H]1SC2(CCN(C)CC2)NC1=O
DB05154,Pretomanid,approved,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1
DB05155,CR665,investigational,CCCC[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC1=CC=NC=C1
DB05168,Vintafolide,investigational,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)CC[C@H](NC(=O)C1=CC=C(NCC2=CNC3=NC(N)=NC(=O)C3=N2)C=C1)C(O)=O)C(O)=O)[C@]1(C[C@@]2([H])C[N@](C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC
DB05171,E-2012,investigational,[H]\C(C1=CC(OC)=C(C=C1)N1C=NC(C)=C1)=C1\CCCN(C1=O)[C@@]([H])(C)C1=CC=C(F)C=C1
DB05186,SQ-109,investigational,CC(C)=CCC\C(C)=C\CNCCNC1C2CC3CC(C2)CC1C3
DB05187,Elafibranor,investigational,CSC1=CC=C(C=C1)C(=O)\C=C\C1=CC(C)=C(OC(C)(C)C(O)=O)C(C)=C1
DB05188,KD3010,investigational,CC1=CC=C(C=C1)S(O)(=O)=O.[H]C1(CC2=C(C1)C(=CC=C2)S(=O)(=O)N1[C@@]([H])(C)CN(C[C@@]1([H])C)C1=CC=C(OC(F)(F)F)C=C1)C(O)=O
DB05197,Sofalcone,investigational,CC(C)=CCOC1=CC=C(\C=C\C(=O)C2=C(OCC(O)=O)C=C(OCC=C(C)C)C=C2)C=C1
DB05212,HE3286,investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C=C2C[C@@H](O)CC[C@]12C
DB05219,Crisaborole,approved; investigational,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2
DB05220,Alisertib,investigational,COC1=CC(NC2=NC=C3CN=C(C4=CC(Cl)=CC=C4C3=N2)C2=C(OC)C=CC=C2F)=CC=C1C(O)=O
DB05223,Pracinostat,investigational,CCCCC1=NC2=C(C=CC(\C=C\C(=O)NO)=C2)N1CCN(CC)CC
DB05229,Beraprost,investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C1=C(O2)C(CCCC(O)=O)=CC=C1
DB05232,Tetrodotoxin,investigational,[H][C@]12OC3([O-])OC(C4C(O)[NH+]=C(N)NC4(C1O)[C@@H]3O)C2(O)CO
DB05234,LGD2941,investigational,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1C1=CC2=C(NC(=O)C=C2C(F)(F)F)C=C1
DB05239,Cobimetinib,approved; investigational,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1
DB05245,Silver sulfadiazine,approved; vet_approved,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1
DB05246,Methsuximide,approved,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
DB05252,Fenoxaprop-ethyl,investigational,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
DB05253,Telapristone acetate,investigational,[H][C@@]12CC[C@](OC(C)=O)(C(=O)COC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DB05255,Ronacaleret,investigational,CC(C)(CC1CC2=C(C1)C=CC=C2)NC[C@@H](O)COC1=CC(CCC(O)=O)=CC(F)=C1F
DB05260,Gallium nitrate,approved; investigational,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O
DB05262,Oxypurinol,investigational,O=C1NC2=C(C=NN2)C(=O)N1
DB05263,Caprospinol,investigational,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2)OC(=O)CCCCC
DB05265,Ecabet,investigational,[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
DB05266,Ibudilast,investigational,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C
DB05271,Rotigotine,approved,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
DB05273,Samarium (153Sm) lexidronam,approved; investigational,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O
DB05284,CA4P,investigational,COC1=CC(=CC(OC)=C1OC)[C@@H](O)CC1=CC(O)=C(OC)C=C1
DB05288,Anecortave acetate,investigational,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC=C1[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB05289,Tarenflurbil,investigational,C[C@@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
DB05294,Vandetanib,approved,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1
DB05295,Eldecalcitol,investigational,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)[C@@H](OCCCO)[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O
DB05296,Motexafin lutetium,investigational,[Lu+3].CC([O-])=O.CC([O-])=O.CCC1=C2[N-]C(\C=C3/N=C(/C=N/C4=CC(OCCOCCOCCOC)=C(OCCOCCOCCOC)C=C4\N=C\C4=N\C(=C/2)\C(CCCO)=C4C)C(C)=C3CCCO)=C1CC
DB05297,Paclitaxel docosahexaenoic acid,investigational,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@@]3([H])[C@@](C)([C@@H](O)C[C@@]4([H])OC[C@@]34OC(=O)C)C(=O)[C@H](OC(=O)C)C(=C1C)C2(C)C)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DB05298,Tetomilast,investigational,CCOC1=C(OCC)C=C(C=C1)C1=NC(=CS1)C1=NC(=CC=C1)C(O)=O
DB05316,Pimavanserin,approved; investigational,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
DB05327,Ranirestat,investigational,FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1
DB05339,MN-305,investigational,Cl.C(CNC[C@H]1COC2=CC=CC=C2O1)COC1=CC2=C(OCO2)C=C1
DB05340,ATL-2502,investigational,[Na+].CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)COC(=O)C1=CC(=CC=C1)S([O-])(=O)=O
DB05343,Arundic acid,investigational,CCCCCC[C@@H](CCC)C(O)=O
DB05351,Dexlansoprazole,approved; investigational,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1
DB05361,SR-123781A,investigational,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[H][C@@]1(O[C@@H]2O[C@H](COC)[C@@]([H])(O[C@@H]3O[C@H](COC)[C@@]([H])(O[C@@H]4O[C@H](COC)[C@@]([H])(O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@]([H])(O[C@@H]6O[C@H](COS([O-])(=O)=O)[C@@]([H])(O[C@H]7O[C@H](COS([O-])(=O)=O)[C@@]([H])(O[C@H]8O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]8OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]7OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]6OS([O-])(=O)=O)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OC)[C@H]3OC)[C@H](OC)[C@H]2OC)[C@@H](COC)O[C@H](O[C@]2([H])[C@@H](COC)O[C@@H](O[C@]3([H])[C@@H](COC)O[C@H](O[C@]4([H])[C@@H](COC)O[C@@H](O[C@@]5([H])[C@@H](COS([O-])(=O)=O)O[C@H](O[C@@]6([H])[C@H](OC)[C@@H](OC)[C@H](O[C@]7([H])[C@@H](COS([O-])(=O)=O)O[C@H](O[C@@]8([H])[C@H](OC)[C@H](OC)[C@H](O[C@]9([H])[C@@H](COS([O-])(=O)=O)O[C@H](OC)[C@@H](OS([O-])(=O)=O)[C@H]9OC)O[C@H]8C([O-])=O)[C@H](OS([O-])(=O)=O)[C@H]7OS([O-])(=O)=O)O[C@H]6C([O-])=O)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OC)[C@H]3OC)[C@H](OC)[C@H]2OC)[C@H](OC)[C@H]1OC
DB05377,Chlorfenson,investigational,ClC1=CC=C(OS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1
DB05380,DOTMP HO-166,investigational,[166Ho++].OP(O)(=O)CN1CCN(CP(O)(O)=O)CCN(CP([O-])([O-])=O)CCN(CP(O)(O)=O)CC1
DB05381,Histamine,approved; investigational,NCCC1=CNC=N1
DB05382,Iodine,approved; investigational,II
DB05383,Pimagedine,investigational,NNC(N)=N
DB05389,Tetrachlorodecaoxide,approved; investigational,O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O
DB05395,Amibegron,investigational,[H][C@](O)(CN[C@@]1([H])CCC2=C(C1)C=C(OCC(=O)OCC)C=C2)C1=CC(Cl)=CC=C1
DB05398,C31G,investigational,CCCCCCCCCCCC[N+](C)(C)[O-].CCCCCCCCCCCC[N+](C)(C)CC([O-])=O
DB05399,Succinobucol,investigational,CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OC(=O)CCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
